paper_id,keyword_id
WOS:001366564500001,point correspondence
WOS:001366564500001,surface intersection
WOS:001366564500001,tracking method
WOS:001366564500001,augmented reality
WOS:001366564500001,indoor navigation
WOS:001148813500001,multi-agent systems
WOS:001148813500001,consensus tacking
WOS:001148813500001,intermediate estimator
WOS:001148813500001,fault estimation
WOS:000620383200003,graphite felt
WOS:000620383200003,bismuth vanadate
WOS:000620383200003,solar-photo-electro-fenton
WOS:000620383200003,ciprofloxacin
WOS:000620383200003,degradation pathways
WOS:000474762700101,mixed reality
WOS:000474762700101,markerless
WOS:000474762700101,ar application
WOS:000474762700101,hololens
WOS:000406538600049,subspace clustering
WOS:000406538600049,sparse subspace clustering
WOS:000406538600049,graph
WOS:000406538600049,semi-supervised
WOS:000406538600049,spd matrix
WOS:000878266500026,quantum dots
WOS:000878266500026,ink
WOS:000878266500026,gratings
WOS:000878266500026,writing
WOS:000878266500026,perovskites
WOS:000878266500026,substrates
WOS:000878266500026,optical device fabrication
WOS:000878266500026,displacement encoder
WOS:000878266500026,measurement
WOS:000878266500026,near-field direct writing
WOS:000878266500026,perovskite quantum dots (qds)
WOS:001573337100001,saturable absorber
WOS:001573337100001,fiber laser
WOS:001573337100001,bound soliton
WOS:001573337100001,cuinse2 quantum dots
WOS:000532633000001,markov jump systems
WOS:000532633000001,adaptive event-triggered control
WOS:000532633000001,generally uncertain transition rates
WOS:000532633000001,actuator faults
WOS:001566786800001,al polishing plate
WOS:001566786800001,mcc
WOS:001566786800001,process parameters
WOS:001566786800001,sc-gan
WOS:001566786800001,surface quality
WOS:001541190300001,alpha-mob2
WOS:001541190300001,hydrogen evolution reaction
WOS:001541190300001,low temperature sps sintering
WOS:001541190300001,porous self-supported electrode
WOS:001047484300001,asynchronous sliding mode control (smc)
WOS:001047484300001,event-triggered scheme (ets)
WOS:001047484300001,markov jump neural networks (mjnns)
WOS:001047484300001,leader-following synchronization
WOS:000842926200004,graphene
WOS:000842926200004,plasmon induced transparency
WOS:000842926200004,fermi energy
WOS:000842926200004,multiple switching effects
WOS:001172794100001,design requirement
WOS:001172794100001,deep learning
WOS:001172794100001,graph embedding
WOS:001172794100001,natural language processing
WOS:001172794100001,online user comments
WOS:001172794100001,social network analysis
WOS:000682818700004,adaptive neural control
WOS:000682818700004,deferred time-varying state constraints
WOS:000682818700004,event-triggered mechanism
WOS:000682818700004,multiagent systems
WOS:000682818700004,sliding-mode estimator
WOS:000732116800001,cyberattack
WOS:000732116800001,consensus control
WOS:000732116800001,actuators
WOS:000732116800001,time-varying systems
WOS:000732116800001,markov processes
WOS:000732116800001,symmetric matrices
WOS:000732116800001,denial-of-service attack
WOS:000732116800001,denial-of-service (dos) attacks
WOS:000732116800001,false data injection (fdi) attacks
WOS:000732116800001,secure consensus control
WOS:000732116800001,time-varying multiagent systems (mass)
WOS:001248063600106,image stitching
WOS:001248063600106,image registration
WOS:001248063600106,microscopic vision inspection
WOS:001248063600106,cnn regression
WOS:000274010700098,data mining
WOS:000274010700098,association rules
WOS:000274010700098,fp-growth algorithm
WOS:000274010700098,tongue diagnosis of tcm
WOS:001433885100001,proton exchange membrane fuel cell
WOS:001433885100001,methanol-steam-reforming
WOS:001433885100001,distributed cogeneration system
WOS:001433885100001,carbon capture
WOS:001433885100001,storage and utilization
WOS:001532068100014,caching
WOS:001532068100014,routing
WOS:001532068100014,bandwidth allocation
WOS:001532068100014,mec
WOS:001532068100014,submodular function
WOS:001127925700001,lithium batteries
WOS:001127925700001,gbls booster
WOS:001127925700001,soh estimation
WOS:001127925700001,rul prediction
WOS:001127925700001,health indicators
WOS:001127925700001,tree-structured parzen estimator
WOS:001127925700001,data-driven
WOS:001097348500001,kansei engineering
WOS:001097348500001,eye-tracking technology
WOS:001097348500001,automotive interior
WOS:001097348500001,cmf
WOS:000777880700001,two-option online leasing
WOS:000777880700001,competitive analysis
WOS:000777880700001,sharing economy
WOS:000777880700001,interest rate
WOS:000679229500002,feconi/rgo nanosheets
WOS:000679229500002,dielectric/magnetic losses
WOS:000679229500002,impedance matching
WOS:000679229500002,microwave absorption performance
WOS:000374580600029,duopoly group
WOS:000374580600029,game model
WOS:000374580600029,price level
WOS:000290511800031,fpga
WOS:000290511800031,ethernet
WOS:000290511800031,linux operating system
WOS:000290511800031,8-scroll chua system
WOS:000290511800031,image chaotic communication
WOS:001772303200001,compressed sensing
WOS:001772303200001,proximal operators
WOS:001772303200001,capped l(q)-norm
WOS:001772303200001,l(q)-norm
WOS:001772303200001,sparsity-promoting functions
WOS:001772303200001,proximal gradient algorithms
WOS:001719499100008,inference algorithms
WOS:001719499100008,quality of service
WOS:001719499100008,artificial neural networks
WOS:001719499100008,accuracy
WOS:001719499100008,computational modeling
WOS:001719499100008,games
WOS:001719499100008,integrated circuit modeling
WOS:001719499100008,edge computing
WOS:001719499100008,delays
WOS:001719499100008,energy consumption
WOS:001719499100008,vehicular edge computing
WOS:001719499100008,dnn inference
WOS:000678442500002,sno2-co3o4-c composite
WOS:000678442500002,ball milling
WOS:000678442500002,anode
WOS:000678442500002,lithium-ion battery
WOS:000707037200073,bismuth vanadate
WOS:000707037200073,multi-wall carbon nanotube
WOS:000707037200073,inactivation
WOS:000707037200073,photocatalysis
WOS:000707037200073,antibiotic-resistant pathogen
WOS:000388809503014,optimal control
WOS:000388809503014,unconstrained optimization
WOS:000388809503014,conjugate gradient method
WOS:000388809503014,global convergence
WOS:001059278000001,organic rankine cycle
WOS:001059278000001,zeotropic mixture
WOS:001059278000001,composition adjustment
WOS:001059278000001,liquid-separation condensation
WOS:001059278000001,experimental investigation
WOS:000763437500011,membrane distillation
WOS:000763437500011,cogeneration
WOS:000763437500011,supercritical co2 brayton cycle
WOS:000763437500011,thermal-economic analysis
WOS:001615417800003,adsorption heat
WOS:001615417800003,internally cooled
WOS:001615417800003,dehumidification device
WOS:001615417800003,dehumidification performance
WOS:001615417800003,optimization prediction
WOS:000685890800050,nonlinear systems
WOS:000685890800050,adaptive systems
WOS:000685890800050,lyapunov methods
WOS:000685890800050,stability analysis
WOS:000685890800050,state feedback
WOS:000685890800050,automation
WOS:000685890800050,funnel control
WOS:000685890800050,output tracking
WOS:000685890800050,uncertain nonlinear systems
WOS:000685890800050,unstabilizable linearization
WOS:000732226600001,uncertainty
WOS:000732226600001,actuators
WOS:000732226600001,heuristic algorithms
WOS:000732226600001,sliding mode control
WOS:000732226600001,multi-agent systems
WOS:000732226600001,disturbance observers
WOS:000732226600001,computational complexity
WOS:000732226600001,actuator failures
WOS:000732226600001,adaptive containment control
WOS:000732226600001,adding a power integrator
WOS:000732226600001,disturbance observer
WOS:000732226600001,nonlinear multiagent systems (mass)
WOS:001330865200038,wireless sensor networks
WOS:001330865200038,symmetric matrices
WOS:001330865200038,network topology
WOS:001330865200038,internet of things
WOS:001330865200038,convergence
WOS:001330865200038,optimization
WOS:001330865200038,vectors
WOS:001330865200038,distributed consensus
WOS:001330865200038,mixing matrix
WOS:001330865200038,nonconvex optimization
WOS:001330865200038,spectral radius
WOS:000804976100005,container placement
WOS:000804976100005,container migration
WOS:000804976100005,load balance
WOS:000804976100005,workload prediction
WOS:000804976100005,cloud computing
WOS:000804976100005,migration cost
WOS:000733520400001,convergence
WOS:000733520400001,artificial neural networks
WOS:000733520400001,vehicle dynamics
WOS:000733520400001,compounds
WOS:000733520400001,radar tracking
WOS:000733520400001,asymptotic stability
WOS:000733520400001,roads
WOS:000733520400001,adaptive neural networks (nns) control
WOS:000733520400001,compound tracking control
WOS:000733520400001,distributed cooperative control
WOS:000733520400001,platoon stability
WOS:000733520400001,vehicle platoon systems
WOS:001022942400018,base station antenna
WOS:001022942400018,dual-band
WOS:001022942400018,dual-polarized
WOS:001022942400018,stable radiation pattern
WOS:001022942400018,wide bandwidth
WOS:001299698400001,online medical consultation
WOS:001299698400001,knowledge incompatibility
WOS:001299698400001,communication style differences
WOS:001299698400001,physician contribution behavior
WOS:001299698400001,perceived value
WOS:000818022700003,defect detection
WOS:000818022700003,defect classification
WOS:000818022700003,robust linear classification
WOS:000818022700003,low rank recovery
WOS:000524748500121,lyapunov methods
WOS:000524748500121,control theory
WOS:000524748500121,switches
WOS:000524748500121,numerical stability
WOS:000524748500121,stability analysis
WOS:000524748500121,symmetric matrices
WOS:000524748500121,periodic piecewise systems
WOS:000524748500121,time-varying lyapunov matrix
WOS:000524748500121,matrix polynomial
WOS:000524748500121,analysis synthesis
WOS:000362965700038,complex dynamical networks
WOS:000362965700038,synchronization
WOS:000362965700038,non-dissipatively coupled
WOS:000362965700038,time-varying
WOS:000362965700038,similar nodes
WOS:000362965700038,delayed coupling
WOS:000303214300003,fixed point
WOS:000303214300003,nonexpansive semigroup
WOS:000303214300003,uniformly convex banach space
WOS:000303214300003,uniformly gateaux differentiable
WOS:001337453400001,accuracy
WOS:001337453400001,neurons
WOS:001337453400001,field programmable gate arrays
WOS:001337453400001,power demand
WOS:001337453400001,image recognition
WOS:001337453400001,real-time systems
WOS:001337453400001,parallel processing
WOS:001337453400001,biological system modeling
WOS:001337453400001,image coding
WOS:001337453400001,encoding
WOS:001337453400001,attention fusion
WOS:001337453400001,field-programmable gate array (fpga) platform
WOS:001140494600049,amplify-and-forward (af)
WOS:001140494600049,half-duplex (hd)
WOS:001140494600049,dual-functional radar and communication (dfrc)
WOS:001140494600049,majorization minimization (mm)
WOS:000514919100001,adaptive consensus control
WOS:000514919100001,multi-agent systems
WOS:000514919100001,prescribed performance
WOS:000514919100001,time-delay
WOS:000514919100001,unmeasurable states
WOS:000557781400001,time-varying systems
WOS:000557781400001,symmetric matrices
WOS:000557781400001,perturbation methods
WOS:000557781400001,control systems
WOS:000557781400001,stability criteria
WOS:000557781400001,lyapunov methods
WOS:000557781400001,periodic piecewise system
WOS:000557781400001,non-fragile control
WOS:000557781400001,extended dissipative control
WOS:000353393700046,complex dynamical network
WOS:000353393700046,synchronization
WOS:000353393700046,non-diffusively coupled
WOS:000353393700046,time-varying
WOS:000353393700046,delay-dependent
WOS:000312367700039,intrusion detection
WOS:000312367700039,svm
WOS:000312367700039,cross validation
WOS:000312367700039,min-max normalization
WOS:000312367700039,max normalization
WOS:000282107600267,sufficient conditions
WOS:000282107600267,extensible algorithm
WOS:000282107600267,intelligent reasoning
WOS:000282107600267,intelligent diagnosis of tcm
WOS:001710387900001,topological semimetal
WOS:001710387900001,nbn quantum dots
WOS:001710387900001,saturable absorber
WOS:001710387900001,fiber laser
WOS:001710387900001,mode-locking
WOS:001304558800001,photosensitizers
WOS:001304558800001,singlet oxygen quantum yield
WOS:001304558800001,machine learning
WOS:001304558800001,quantum chemistry
WOS:001304558800001,photodynamic therapy
WOS:000750773800005,taxi demand forecasting
WOS:000750773800005,graph neural network
WOS:000750773800005,attention mechanism
WOS:000750773800005,multimodal message passing mechanism
WOS:000720521100061,actuators
WOS:000720521100061,adaptive systems
WOS:000720521100061,markov processes
WOS:000720521100061,closed loop systems
WOS:000720521100061,artificial neural networks
WOS:000720521100061,stability analysis
WOS:000720521100061,sliding mode control
WOS:000720521100061,actuator attacks
WOS:000720521100061,adaptive neural sliding mode control (smc)
WOS:000720521100061,markov jump systems (mjss)
WOS:000720521100061,partially unknown transition probabilities (tps)
WOS:000642030200001,sub-wavelength
WOS:000642030200001,mim waveguide
WOS:000642030200001,fano resonance
WOS:000405512400261,multi-domain adaptive
WOS:000405512400261,community detection
WOS:000405512400261,spectral clustering
WOS:000405512400261,structural similarity matrix
WOS:000300505700066,energy research
WOS:000300505700066,source of supply
WOS:000300505700066,technology progress
WOS:000300505700066,endogenous growth
WOS:000300505700066,dynamic optimization
WOS:000280705700184,embedded system
WOS:000280705700184,image processing
WOS:000280705700184,bitonic sort
WOS:000280705700184,parallel computing
WOS:001794541900001,digital subtraction angiography
WOS:001794541900001,cerebrovascular segmentation
WOS:001794541900001,mamba
WOS:001794541900001,spatio-temporal feature fusion
WOS:001794541900001,attention mechanism
WOS:000972109300001,chinese named entity recognition
WOS:000972109300001,chinese character glyph
WOS:000972109300001,interactive fusion
WOS:000972109300001,crossmodal attention
WOS:000972109300001,glyph representation
WOS:000427629600056,random
WOS:000427629600056,particle swarm optimization
WOS:000427629600056,network's reward
WOS:000427629600056,fairness
WOS:001630905700007,information extraction
WOS:001630905700007,multimodal named entity recognition
WOS:001630905700007,multi-granularity interweave
WOS:001630905700007,mutual attention
WOS:001630905700007,implicit positive sample contrastive learning
WOS:001307350500009,industrial robots
WOS:001307350500009,fault diagnosis
WOS:001307350500009,transfer learning
WOS:001307350500009,domain adaptation
WOS:001588606100176,extremely large-scale multiple -input multiple output
WOS:001588606100176,hybrid -field
WOS:001588606100176,channel estimation
WOS:001588606100176,alternating direction method of multipliers (admm)
WOS:001624074500001,ai digital guide
WOS:001624074500001,language awareness
WOS:001624074500001,psychological distance
WOS:001624074500001,emotional resonance
WOS:001624074500001,museum experience
WOS:001556064800040,processor scheduling
WOS:001556064800040,scheduling
WOS:001556064800040,inference algorithms
WOS:001556064800040,quality of service
WOS:001556064800040,energy consumption
WOS:001556064800040,time factors
WOS:001556064800040,artificial neural networks
WOS:001556064800040,central processing unit
WOS:001556064800040,deep reinforcement learning
WOS:001556064800040,scheduling algorithms
WOS:001556064800040,deep neural network (dnn) inference
WOS:001556064800040,load balance
WOS:000716697700007,hysteresis
WOS:000716697700007,artificial neural networks
WOS:000716697700007,adaptive systems
WOS:000716697700007,observers
WOS:000716697700007,large-scale systems
WOS:000716697700007,decentralized control
WOS:000716697700007,adaptive neural-network (nn) control
WOS:000716697700007,event-triggered mechanism
WOS:000716697700007,full-state constraints
WOS:000716697700007,large-scale systems (lsss)
WOS:000716697700007,unknown hysteresis
WOS:000264491300007,sparse component analysis
WOS:000264491300007,blind source separation
WOS:000264491300007,underdetermined mixtures
WOS:000264491300007,generalized spherical coordinate transformation
WOS:000264491300007,hyperplane clustering
WOS:001586180100003,wireless sensor networks
WOS:001586180100003,vectors
WOS:001586180100003,network topology
WOS:001586180100003,optimization
WOS:001586180100003,graph neural networks
WOS:001586180100003,convergence
WOS:001586180100003,nickel
WOS:001586180100003,message passing
WOS:001586180100003,training
WOS:001586180100003,probabilistic logic
WOS:001586180100003,distributed average consensus
WOS:001586180100003,wireless sensor network (wsn)
WOS:001755370100330,robust model predictive control
WOS:001755370100330,vehicle platoon
WOS:001755370100330,lateral control
WOS:001755370100330,string stability
WOS:001515275800011,robust non-zero-sum game
WOS:001515275800011,asset allocation
WOS:001515275800011,ambiguity
WOS:001515275800011,nash equilibrium
WOS:001515275800011,hamilton-jacobi-bellman-isaacs (hjbi) equation
WOS:001114715800001,keller-segel-navier-stokes system
WOS:001114715800001,singular limit
WOS:001114715800001,well-posedness
WOS:001069015000001,boundary-guided
WOS:001069015000001,colorectal cancer (crc)
WOS:001069015000001,encoder-decoder
WOS:001069015000001,polyp image segmentation
WOS:000428513600497,super resolution
WOS:000428513600497,adaptive
WOS:000428513600497,dictionary learning
WOS:000428513600497,rbm
WOS:001518767700019,servers
WOS:001518767700019,resource management
WOS:001518767700019,optimization
WOS:001518767700019,inference algorithms
WOS:001518767700019,quality of service
WOS:001518767700019,accuracy
WOS:001518767700019,energy consumption
WOS:001518767700019,costs
WOS:001518767700019,heuristic algorithms
WOS:001518767700019,collaboration
WOS:001518767700019,edge inference
WOS:001518767700019,long-term utility optimization
WOS:000375232900066,chaotic systems
WOS:000375232900066,generalized synchronization
WOS:000375232900066,adaptive fuzzy control
WOS:000375232900066,uncertainties
WOS:000375232900066,different dimensions
WOS:000347378000002,modified ishikawa iteration sequence with errors
WOS:000347378000002,strongly successively pseudocontractive mapping
WOS:000347378000002,uniformly lipschitzian mapping
WOS:000347378000002,almost t-stability
WOS:000347378000002,weak t-stability
WOS:001025715800004,event-triggered control
WOS:001025715800004,markov jump neural networks
WOS:001025715800004,quasi-synchronization
WOS:001025715800004,hidden markov model
WOS:001755370100119,flow production
WOS:001755370100119,networked control systems
WOS:001755370100119,periodic piecewise linear systems
WOS:001755370100119,input delay
WOS:001755370100119,non-fragile control
WOS:000631863100030,glipizide
WOS:000631863100030,polymorphs
WOS:000631863100030,amorphous state
WOS:000631863100030,solid-state transformations
WOS:000824370101153,slam
WOS:000824370101153,dynamic environment
WOS:000824370101153,dynamic object
WOS:000824370101153,human detection
WOS:000824370101153,geometric constraints
WOS:001062247900001,basalt fiber-reinforced polymer
WOS:001062247900001,durability
WOS:001062247900001,prestress
WOS:001062247900001,seawater
WOS:001062247900001,seawater sea-sand geopolymer mortar
WOS:001062247900001,shear performance
WOS:000955115100005,big data capabilities
WOS:000955115100005,product innovation
WOS:000955115100005,business model innovation
WOS:000955115100005,government support
WOS:000955115100005,data governance
WOS:000854658600061,task analysis
WOS:000854658600061,edge computing
WOS:000854658600061,channel allocation
WOS:000854658600061,delays
WOS:000854658600061,autonomous aerial vehicles
WOS:000854658600061,roads
WOS:000854658600061,data processing
WOS:000854658600061,drl
WOS:000854658600061,task processing
WOS:000854658600061,uav
WOS:000854658600061,vehicular edge comp- uting networks
WOS:001124226400009,circularly polarization
WOS:001124226400009,circularly polarized modes
WOS:001124226400009,filtering antenna
WOS:001124226400009,patch antenna
WOS:000714693300005,broadband
WOS:000714693300005,nir
WOS:000714693300005,phosphor
WOS:000714693300005,luminescence
WOS:000654234400020,network converter
WOS:000654234400020,additional voltage pumping
WOS:000654234400020,switch-diode network
WOS:000654234400020,high step-up converter
WOS:001579877500001,terahertz metasurfaces
WOS:001579877500001,inverse design
WOS:001579877500001,deep neural networks
WOS:001579877500001,graphene
WOS:001579877500001,shade algorithm
WOS:001579877500001,electromagnetic optimization
WOS:001579877500001,tunable metamaterials
WOS:001526977800006,graph robustness
WOS:001526977800006,kirchhoff index
WOS:001526977800006,effective graph resistance
WOS:001526977800006,graph sampling
WOS:001412645500001,kirchhoff index
WOS:001412645500001,cut vertex
WOS:001412645500001,resistance distance
WOS:001412645500001,nikseresht's conjecture
WOS:001322896000001,ai-generated advertisements
WOS:001322896000001,aigc
WOS:001322896000001,perceived eeriness
WOS:001322896000001,perceived intelligence
WOS:001285460000009,electroencephalography
WOS:001285460000009,electromyography
WOS:001285460000009,convolution
WOS:001285460000009,brain modeling
WOS:001285460000009,feature extraction
WOS:001285460000009,time-frequency analysis
WOS:001285460000009,interference
WOS:001285460000009,electromyography (emg) removal
WOS:001285460000009,single-channel electroencephalogram (eeg)
WOS:001285460000009,temporal convolutional network
WOS:001327156000137,pmlsm
WOS:001327156000137,afsa-bp
WOS:001327156000137,pid parameter tuning
WOS:001119109300043,shape memory alloy
WOS:001119109300043,spring
WOS:001119109300043,mathematical model
WOS:001119109300043,shape memory effect
WOS:000997053300001,purchase intention
WOS:000997053300001,anonymous customer
WOS:000997053300001,clickstream
WOS:000997053300001,product tendency
WOS:000997053300001,product popularity
WOS:000929301200001,single-classification support vector machine
WOS:000929301200001,personnel safety status detection
WOS:000929301200001,tunnel construction
WOS:000929301200001,ocsvm model
WOS:001221819200140,ga
WOS:001221819200140,feedforward control
WOS:001221819200140,permanent magnet linear motor
WOS:000858936400014,uav-enabled mobile edge computing system
WOS:000858936400014,wireless-powered
WOS:000858936400014,markov decision process
WOS:001353358600002,hybrid-time-carrier index
WOS:001353358600002,noise-reduction
WOS:001353358600002,differential chaos shift keying
WOS:001353358600002,chaotic communication
WOS:000606387100001,sustainable development
WOS:000606387100001,business model innovation
WOS:000606387100001,competition strategy innovation
WOS:000606387100001,strategic flexibility
WOS:000455048400016,linear adrc
WOS:000455048400016,uav
WOS:000455048400016,yaw
WOS:000455048400016,control
WOS:000455048400016,robustness
WOS:000455048400016,attitude angle
WOS:000380433900009,blind source separation
WOS:000380433900009,fecg
WOS:000380433900009,cluster analysis
WOS:000380433900009,source number estimation
WOS:000348131600048,distributed power
WOS:000348131600048,inverter
WOS:000348131600048,space vector modulation
WOS:000348131600048,grid-connected
WOS:000302894901032,minimally invasive surgery (mis)
WOS:000302894901032,least squares support vector machines(ls-svm)
WOS:000302894901032,multi-layer perceptron(mlp)
WOS:000302894901032,hand tremor
WOS:000241773209232,fuzzy neural networks
WOS:000241773209232,robotic control
WOS:000241773209232,adaptive control
WOS:000241773209232,robust control
WOS:000241773209232,inverse system method
WOS:000189126000026,extension detecting
WOS:000189126000026,basic matter-element detecting
WOS:000189126000026,extension matter-element
WOS:000166937900670,variable structure control
WOS:000166937900670,delay
WOS:000166937900670,exponentially stability
WOS:001742992600001,composite current collector
WOS:001742992600001,electroless copper plating
WOS:001742992600001,glyoxylic acid
WOS:001742992600001,palladium-free catalysis
WOS:001742992600001,polyimide
WOS:001716269200001,age-specific effect
WOS:001716269200001,cognitive intervention
WOS:001716269200001,hand hygiene
WOS:001716269200001,nudge theory
WOS:001716269200001,primary school
WOS:001716269200001,situational intervention
WOS:001716269200001,visual cues
WOS:001671252000001,industrial structure upgrading
WOS:001671252000001,financial agglomeration
WOS:001671252000001,human capital levels
WOS:001671252000001,resilience of the ai industry chain
WOS:001426413400009,high-frequency oscillation
WOS:001426413400009,multivariate features
WOS:001426413400009,random forest
WOS:001426413400009,logistic regression
WOS:001426413400009,high-frequency oscillation
WOS:001426413400009,multivariate features
WOS:001426413400009,random forest
WOS:001426413400009,logistic regression
WOS:001396985700002,sensors
WOS:001396985700002,three-dimensional displays
WOS:001396985700002,autonomous aerial vehicles
WOS:001396985700002,receivers
WOS:001396985700002,buildings
WOS:001396985700002,relays
WOS:001396985700002,radio spectrum management
WOS:001396985700002,cooperative communication
WOS:001396985700002,cognitive radio
WOS:001396985700002,urban areas
WOS:001396985700002,spectrum sensing
WOS:001396985700002,aavs
WOS:001336835000001,polypropylene
WOS:001336835000001,wood flour
WOS:001336835000001,compatibilizer
WOS:001336835000001,interfacial modification
WOS:001336835000001,solid phase graft copolymerization
WOS:001274519400001,digital distance protection
WOS:001274519400001,python
WOS:001274519400001,pscad
WOS:001274519400001,transformer low voltage side faults
WOS:001274519400001,remote backup protection
WOS:001274519400001,power system protection
WOS:001197533000002,broadband
WOS:001197533000002,low power
WOS:001197533000002,low-noise amplifier (lna)
WOS:001197533000002,bulk isolation
WOS:000831562800001,electricity price forecasting
WOS:000831562800001,graph convolutional network
WOS:000831562800001,temporal convolutional network
WOS:000831562800001,spatio-temporal forecasting algorithm
WOS:001248072800354,packaging equipment
WOS:001248072800354,xy motion platform
WOS:001248072800354,ladrc
WOS:000991999800034,lithium-ion batteries
WOS:000991999800034,thermal mode
WOS:000991999800034,spectral methods
WOS:000991999800034,broad learning system (bls)
WOS:000725643500001,recreational walking
WOS:000725643500001,transport walking
WOS:000725643500001,built environment
WOS:000725643500001,elderly
WOS:000725643500001,guangzhou
WOS:000640269700003,radial distribution system
WOS:000640269700003,distribution network reconfiguration
WOS:000640269700003,time period
WOS:000640269700003,scenarios
WOS:000640269700003,k-means algorithm
WOS:000640269700003,genetic algorithm
WOS:000640269700003,time interval
WOS:000732155800001,reliability
WOS:000732155800001,prognostics and health management
WOS:000732155800001,automata
WOS:000732155800001,stochastic processes
WOS:000732155800001,complexity theory
WOS:000732155800001,testing
WOS:000732155800001,discrete-event systems
WOS:000732155800001,coprognosability
WOS:000732155800001,decentralized fault prognosis
WOS:000732155800001,discrete-event systems (dess)
WOS:000732155800001,reliable coprognosability
WOS:000732155800001,stochastic automata
WOS:000571931600002,auxiliary unit
WOS:000571931600002,selective harmonic suppression
WOS:000571931600002,reactive compensation
WOS:000571931600002,civil distribution networks
WOS:000463037500157,tcm data analysis
WOS:000463037500157,clustering
WOS:000463037500157,deep feature learning
WOS:000463037500157,unsupervised learning
WOS:000387957700031,reading pointer instrument
WOS:000387957700031,machine vision
WOS:000387957700031,unsupervised learning
WOS:000364830600037,mobile shopping
WOS:000364830600037,user adoption
WOS:000364830600037,continuance intention
WOS:000398766700049,flex ma
WOS:000398766700049,rapid development
WOS:000398766700049,flex framework
WOS:000252064500073,fingerprint classification
WOS:000252064500073,global geometric shape
WOS:000252064500073,singularity
WOS:000233581200101,time series
WOS:000233581200101,data mining
WOS:000233581200101,trend forecasting
WOS:000233581200101,rules
WOS:000225783100016,chaotic generator
WOS:000225783100016,double-layer double spiral
WOS:000225783100016,double-layer single spiral
WOS:000225783100016,circuit experiment
WOS:000186578600124,neural networks
WOS:000186578600124,perceptron
WOS:000186578600124,fpga
WOS:000186578600124,vhdl
WOS:000186578600124,top-down
WOS:001047443700201,manufacturing big data
WOS:001047443700201,workshop production scheduling
WOS:001047443700201,data modeling
WOS:000903508800001,asynchronous filtering
WOS:000903508800001,event-triggered scheme
WOS:000903508800001,hidden markov model
WOS:000903508800001,interval gain uncertainty
WOS:000903508800001,markov jump systems (mjss)
WOS:000681141100005,plasmonic
WOS:000681141100005,metal-insulator-metal
WOS:000681141100005,fano resonances
WOS:000544062100005,interval type-2 fuzzy model
WOS:000544062100005,uncertain electric vehicle systems
WOS:000544062100005,sensor failures
WOS:000544062100005,actuator saturation
WOS:001750437600001,power battery recycling
WOS:001750437600001,altruistic preferences
WOS:001750437600001,differential game
WOS:001750437600001,channel structure
WOS:001750437600001,brand reputation
WOS:001750437600001,pareto improvement
WOS:001647226000001,hidden semi-markov jump systems
WOS:001647226000001,mean-square stability
WOS:001647226000001,incomplete emission probability
WOS:001647226000001,fractional-order sliding-mode control
WOS:001647226000001,dos attacks
WOS:001611341000002,bubble-sort star graph
WOS:001611341000002,hamiltonian laceable
WOS:001611341000002,hyper hamiltonian laceable
WOS:001611341000002,fault-tolerant hyper hamiltonian laceable
WOS:001456998700001,reaction-diffusion pdes
WOS:001456998700001,multi-agent systems
WOS:001456998700001,finite-time group consensus
WOS:001456998700001,impulsive effects
WOS:001456998700001,event-triggered control
WOS:001488782700023,blind super-resolution
WOS:001488782700023,frequency domain-based discriminative gated network
WOS:001488782700023,dual-branch neural network
WOS:001488782700023,frequency domain-based discriminator
WOS:001436962000001,wind power producers
WOS:001436962000001,energy reserve market
WOS:001436962000001,information gap decision theory
WOS:001436962000001,capacity strategies
WOS:001436962000001,distributionally robust optimization
WOS:001355781500021,sensors
WOS:001355781500021,training
WOS:001355781500021,generative adversarial networks
WOS:001355781500021,signal to noise ratio
WOS:001355781500021,generators
WOS:001355781500021,feature extraction
WOS:001355781500021,semisupervised learning
WOS:001355781500021,probability
WOS:001355781500021,convolution
WOS:001355781500021,adaptation models
WOS:001355781500021,spectrum sensing
WOS:001355781500021,low-snr
WOS:001345786900001,concrete crack detection
WOS:001345786900001,spiking neural network
WOS:001345786900001,feature fusion
WOS:001345786900001,multiscale feature extraction
WOS:001345786900001,lightweight
WOS:001298780700033,inertia estimation
WOS:001298780700033,improved extended kalman filter
WOS:001298780700033,virtual synchronous machine
WOS:001298780700033,vsg-dominated power system
WOS:000980393500001,sensors
WOS:000980393500001,feature extraction
WOS:000980393500001,correlation
WOS:000980393500001,time-domain analysis
WOS:000980393500001,machine learning algorithms
WOS:000980393500001,heuristic algorithms
WOS:000980393500001,gaussian mixture model
WOS:000980393500001,fusion feature
WOS:000980393500001,gaussian mixture model (gmm)
WOS:000980393500001,online learning
WOS:000980393500001,spectrum sensing
WOS:000993804500012,autonomous vehicle systems
WOS:000993804500012,multi-sensor
WOS:000993804500012,intrinsic calibration
WOS:000993804500012,extrinsic calibration
WOS:000993804500012,time synchronisation
WOS:000953979100001,mixed norm spaces
WOS:000953979100001,random weighted bergman functions
WOS:000953979100001,random power series
WOS:000848729600002,multi-view learning
WOS:000848729600002,unsupervised feature selection
WOS:000848729600002,matrix decomposition
WOS:000848729600002,hierarchical regularization
WOS:000686901300007,snse2
WOS:000686901300007,nanosheets
WOS:000686901300007,anode
WOS:000686901300007,sodium ion batteries
WOS:000618131200001,lncrna
WOS:000618131200001,disease
WOS:000618131200001,random walk-based multi-similarity fusion
