paper_id,journal_id
WOS:000509665700255,PROCEEDINGS OF THE 2018 ACM MULTIMEDIA CONFERENCE (MM'18)
WOS:000890824000001,JOURNAL OF PHYSICAL CHEMISTRY LETTERS
WOS:000847696200001,PHYSICAL CHEMISTRY CHEMICAL PHYSICS
WOS:000811513500001,PHYSICAL REVIEW B
WOS:001186847300003,APPLIED INTELLIGENCE
WOS:001415226904061,2024 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS 2024)
WOS:001063538900002,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE
WOS:000462799900022,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE
WOS:001338566400088,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS
WOS:000916299900001,MICROMACHINES
WOS:000223690400003,APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION
WOS:001324205800001,APPLIED PHYSICS B-LASERS AND OPTICS
WOS:000468596500057,"INTERNATIONAL CONFERENCE ON MECHANICAL, ELECTRONIC AND INFORMATION TECHNOLOGY (ICMEIT 2018)"
WOS:000885103500196,"2022 IEEE 6TH ADVANCED INFORMATION TECHNOLOGY, ELECTRONIC AND AUTOMATION CONTROL CONFERENCE (IAEAC)"
WOS:000667705100001,JOURNAL OF MATERIALS CHEMISTRY C
WOS:000582798700050,APPLIED SURFACE SCIENCE
WOS:000806728800006,PROCEEDINGS OF 2021 INTERNATIONAL CONFERENCE ON WAVELET ANALYSIS AND PATTERN RECOGNITION (ICWAPR)
WOS:000853879300035,2020 IEEE INTERNATIONAL SMART CITIES CONFERENCE (ISC2)
WOS:000678697001102,2020 CHINESE AUTOMATION CONGRESS (CAC 2020)
WOS:000269314200085,ULTRA-PRECISION MACHINING TECHNOLOGIES
WOS:001435120000117,"2024 18TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND VISION, ICARCV"
WOS:001034060600001,JOURNAL OF RESEARCH IN INTERACTIVE MARKETING
WOS:001030194400001,FRONTIERS IN PUBLIC HEALTH
WOS:001032321800001,JOURNAL OF ENERGY STORAGE
WOS:000871707900001,JOURNAL OF INFORMATION & KNOWLEDGE MANAGEMENT
WOS:000672781800001,CHINESE MANAGEMENT STUDIES
WOS:000641335700001,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT
WOS:000598231500007,IET COMPUTER VISION
WOS:000853879300054,2020 IEEE INTERNATIONAL SMART CITIES CONFERENCE (ISC2)
WOS:000411429200013,GREEN ENERGY AND SUSTAINABLE DEVELOPMENT I
WOS:000346550300002,NEUROCOMPUTING
WOS:000350004500063,"INTERNATIONAL MECHANICAL ENGINEERING CONGRESS AND EXPOSITION - 2012, VOL 3, PTS A-C: DESIGN, MATERIALS, AND MANUFACTURING"
WOS:001280058900001,3D PRINTING AND ADDITIVE MANUFACTURING
WOS:001490808200002,APPLIED THERMAL ENGINEERING
WOS:000888042800084,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY
WOS:001042722200001,DESALINATION
WOS:000578826300040,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:000590736900001,SYMMETRY-BASEL
WOS:000383910400008,TEXTILE RESEARCH JOURNAL
WOS:000293143503099,"2010 3RD INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2010), VOLS 1-7"
WOS:001596376900051,"MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2025, PT II"
WOS:001594489300019,"COLLABORATIVE COMPUTING: NETWORKING, APPLICATIONS AND WORKSHARING, COLLABORATECOM 2024, PT II"
WOS:000825286300001,ELECTRONICS LETTERS
WOS:000245632700023,JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION
WOS:001263442300024,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT
WOS:000964446500107,2022 INTERNATIONAL CONFERENCE ON MICROWAVE AND MILLIMETER WAVE TECHNOLOGY (ICMMT)
WOS:000269000100131,"2008 11TH IEEE SINGAPORE INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS (ICCS), VOLS 1-3"
WOS:001532804300001,JOURNAL OF CONSUMER BEHAVIOUR
WOS:001327631700001,ENERGY CONVERSION AND MANAGEMENT
WOS:001010000200002,APPLIED INTELLIGENCE
WOS:000914815000001,ENERGY
WOS:001736742500001,FUEL
WOS:000824988600003,BIOMASS CONVERSION AND BIOREFINERY
WOS:001105297500001,INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS
WOS:001353353000007,"2022 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA, ICCC"
WOS:000398415000051,"2010 THE 3RD INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND INDUSTRIAL APPLICATION (PACIIA2010), VOL IV"
WOS:000395717700089,"2011 INTERNATIONAL CONFERENCE ON COMPUTERS, COMMUNICATIONS, CONTROL AND AUTOMATION (CCCA 2011), VOL I"
WOS:001158620700001,JOURNAL OF CLEANER PRODUCTION
WOS:001062118300001,JOURNAL OF APPLIED POLYMER SCIENCE
WOS:000539577200001,NANOMATERIALS
WOS:000424986200005,PIGMENT & RESIN TECHNOLOGY
WOS:000988689100001,CERAMICS INTERNATIONAL
WOS:000445926900019,KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS
WOS:000320478401250,"ADVANCES IN ENERGY SCIENCE AND TECHNOLOGY, PTS 1-4"
WOS:001240133100001,FUEL
WOS:000851925600001,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS
WOS:001669243400011,IEEE INTERNET OF THINGS JOURNAL
WOS:001424351700001,CHEMICAL ENGINEERING JOURNAL
WOS:001147069300011,APPLIED PHYSICS LETTERS
WOS:000940097800001,PHOTONICS
WOS:000896632900001,APPLIED ENERGY
WOS:000626317800086,CHI'20: EXTENDED ABSTRACTS OF THE 2020 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS
WOS:001774960100001,MICROMACHINES
WOS:000890882300019,ACTA PHYSICA SINICA
WOS:001143930000001,APPLIED ECONOMICS LETTERS
WOS:000762955900008,ACTA PHYSICA SINICA
WOS:000689592300134,2020 IEEE/WIC/ACM INTERNATIONAL JOINT CONFERENCE ON WEB INTELLIGENCE AND INTELLIGENT AGENT TECHNOLOGY (WI-IAT 2020)
WOS:000817493100001,SENSORS
WOS:000797217300005,APPLIED ENERGY
WOS:000488323000006,KNOWLEDGE-BASED SYSTEMS
WOS:001097480100018,"2023 IEEE 43RD INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS WORKSHOPS, ICDCSW"
WOS:001253737300001,OPTICS AND LASER TECHNOLOGY
WOS:001713711100001,BUILDINGS
WOS:000815965200001,JOURNAL OF APPLIED PHYSICS
WOS:000503725300047,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000423644000019,PHYSICS LETTERS A
WOS:001324462400001,CAAI TRANSACTIONS ON INTELLIGENCE TECHNOLOGY
WOS:001286166200001,OPTICS AND LASERS IN ENGINEERING
WOS:000911462200001,OPTICS COMMUNICATIONS
WOS:000887688400001,SENSORS
WOS:001701291400001,SUSTAINABILITY
WOS:001047443700199,"2023 IEEE 12TH DATA DRIVEN CONTROL AND LEARNING SYSTEMS CONFERENCE, DDCLS"
WOS:001205177500001,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS
WOS:000511596600008,INTERNATIONAL JOURNAL OF FUZZY SYSTEMS
WOS:000725057500002,SOLID STATE COMMUNICATIONS
WOS:000506621800020,IEEE-ASME TRANSACTIONS ON MECHATRONICS
WOS:001198172500001,LUMINESCENCE
WOS:001190234300002,SCIENCE CHINA-TECHNOLOGICAL SCIENCES
WOS:000924069000001,SOLID STATE COMMUNICATIONS
WOS:000827251800013,OPTICS COMMUNICATIONS
WOS:001248072800466,"2022 23RD INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000724479300034,IEEE TRANSACTIONS ON FUZZY SYSTEMS
WOS:000413782900006,SOLID STATE COMMUNICATIONS
WOS:001092289800019,ACTA PHOTONICA SINICA
WOS:001248072800218,"2022 23RD INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:001504545900005,INFORMATION SCIENCES
WOS:001669271600012,IEEE NETWORKING LETTERS
WOS:000792910200002,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING
WOS:000828991300001,WAVES IN RANDOM AND COMPLEX MEDIA
WOS:000819019200049,IEEE TRANSACTIONS ON CYBERNETICS
WOS:000576436600001,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS
WOS:000360101400030,"3RD INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND QUANTITATIVE MANAGEMENT, ITQM 2015"
WOS:001179814900001,JOURNAL OF BUILDING ENGINEERING
WOS:000917993900015,PHYSICAL REVIEW A
WOS:001660641300001,ACS APPLIED MATERIALS & INTERFACES
WOS:001300401300158,"2022 IEEE 17TH INTERNATIONAL CONFERENCE ON CONTROL & AUTOMATION, ICCA"
WOS:000303639300036,CHEMICAL ENGINEERING JOURNAL
WOS:000650739200001,REMOTE SENSING
WOS:001094790200015,OPTICAL ENGINEERING
WOS:001648514100016,IEEE INTERNET OF THINGS JOURNAL
WOS:000732926100001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:000671528400006,IEEE-CAA JOURNAL OF AUTOMATICA SINICA
WOS:000696282200001,PHYSICAL CHEMISTRY CHEMICAL PHYSICS
WOS:000999568600001,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
WOS:000745078700002,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS
WOS:000612542200001,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL
WOS:001794733900001,FRONTIERS IN NEUROANATOMY
WOS:001773411100001,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE
WOS:001697617600008,CERAMICS INTERNATIONAL
WOS:001625776200001,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING
WOS:001235288400003,PHYSICAL REVIEW B
WOS:000690296200001,FRONTIERS IN HUMAN NEUROSCIENCE
WOS:001053327500001,VACUUM
WOS:001393547100001,ENERGIES
WOS:000933112800001,JOURNAL OF APPLIED PHYSICS
WOS:000682818700007,JOURNAL OF SYSTEMS SCIENCE & COMPLEXITY
WOS:001735989900009,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS
WOS:001214273800001,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:001418298000004,PHYSICAL REVIEW B
WOS:001062132400001,ACS APPLIED MATERIALS & INTERFACES
WOS:001060656600001,NANOMATERIALS
WOS:001635759800013,IEEE INTERNET OF THINGS JOURNAL
WOS:001313867200001,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:001295134300001,JOURNAL OF PHYSICAL CHEMISTRY C
WOS:001076311800001,INFORMATION SCIENCES
WOS:001057404100001,BEHAVIORAL SCIENCES
WOS:000902333900001,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:000627726800001,JOURNAL OF PHYSICS D-APPLIED PHYSICS
WOS:000366558300025,"2014 SIXTH INTERNATIONAL CONFERENCE ON INTELLIGENT HUMAN-MACHINE SYSTEMS AND CYBERNETICS (IHMSC), VOL 2"
WOS:000620261000012,PHYSICAL CHEMISTRY CHEMICAL PHYSICS
WOS:000428513600498,"2017 2ND IEEE INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, SIGNAL PROCESSING AND NETWORKING (WISPNET)"
WOS:000365948500065,WEB TECHNOLOGIES AND APPLICATIONS (APWEB 2015)
WOS:001565860600001,EXPERT SYSTEMS WITH APPLICATIONS
WOS:001121017000001,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING
WOS:001088337100001,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY
WOS:000733280800001,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:000400497700039,2016 IEEE INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS-CHINA (ICCE-CHINA)
WOS:001142190000001,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:000636246800010,SOLID STATE COMMUNICATIONS
WOS:000432014403035,PROCEEDINGS OF THE 36TH CHINESE CONTROL CONFERENCE (CCC 2017)
WOS:001254450700001,BEHAVIORAL SCIENCES
WOS:001220286500001,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:001776925200001,ANALYTICAL CHEMISTRY
WOS:001688537700021,CHEMMEDCHEM
WOS:001671296800001,SUSTAINABILITY
WOS:001253090800001,HELIYON
WOS:001129096800001,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS
WOS:000380515400010,2015 IEEE 4TH ASIA-PACIFIC CONFERENCE ON ANTENNAS AND PROPAGATION (APCAP)
WOS:000186376200050,SPECTROSCOPY AND SPECTRAL ANALYSIS
WOS:001366564500001,SENSORS
WOS:001148813500001,INFORMATION SCIENCES
WOS:000620383200003,JOURNAL OF HAZARDOUS MATERIALS
WOS:000474762700101,2017 INTERNATIONAL CONFERENCE ON VIRTUAL REALITY AND VISUALIZATION (ICVRV 2017)
WOS:000406538600049,"PATTERN RECOGNITION (CCPR 2016), PT I"
WOS:000878266500026,IEEE SENSORS JOURNAL
WOS:001573337100001,OPTICS AND LASER TECHNOLOGY
WOS:001310550300001,JOURNAL OF CHEMICAL INFORMATION AND MODELING
WOS:000532633000001,CIRCUITS SYSTEMS AND SIGNAL PROCESSING
WOS:001566786800001,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE
WOS:001541190300001,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
WOS:001047484300001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:000842926200004,RESULTS IN PHYSICS
WOS:001172794100001,BIG DATA
WOS:000682818700004,JOURNAL OF SYSTEMS SCIENCE & COMPLEXITY
WOS:000732116800001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:001248063600106,"2021 22ND INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000274010700098,"2009 INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND INFORMATION APPLICATION TECHNOLOGY, VOL III, PROCEEDINGS,"
WOS:001433885100001,FUEL
WOS:001532068100014,"ADVANCED DATA MINING AND APPLICATIONS, ADMA 2024, PT I"
WOS:001127925700001,JOURNAL OF ENERGY STORAGE
WOS:001097348500001,APPLIED SCIENCES-BASEL
WOS:000943691000004,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS
WOS:000777880700001,JOURNAL OF COMBINATORIAL OPTIMIZATION
WOS:000679229500002,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000374580600030,PROCEEDINGS OF THE 5TH INTERNATIONAL ASIA CONFERENCE ON INDUSTRIAL ENGINEERING AND MANAGEMENT INNOVATION (IEMI2014)
WOS:000374580600029,PROCEEDINGS OF THE 5TH INTERNATIONAL ASIA CONFERENCE ON INDUSTRIAL ENGINEERING AND MANAGEMENT INNOVATION (IEMI2014)
WOS:000290511800031,2009 INTERNATIONAL WORKSHOP ON CHAOS-FRACTALS THEORIES AND APPLICATIONS (IWCFTA 2009)
WOS:001772303200001,MATHEMATICAL FOUNDATIONS OF COMPUTING
WOS:001719499100008,IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT
WOS:000678442500002,IONICS
WOS:000707037200073,CHEMICAL ENGINEERING JOURNAL
WOS:000388809503014,PROCEEDINGS OF THE 35TH CHINESE CONTROL CONFERENCE 2016
WOS:001059278000001,ENERGY CONVERSION AND MANAGEMENT
WOS:000763437500011,JOURNAL OF CLEANER PRODUCTION
WOS:001615417800003,APPLIED THERMAL ENGINEERING
WOS:000685890800050,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:000732226600001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:001330865200038,IEEE INTERNET OF THINGS JOURNAL
WOS:001174640200001,JOURNAL OF CONSUMER BEHAVIOUR
WOS:000804976100005,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE
WOS:000742719300001,ACS OMEGA
WOS:000733520400001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:001022942400018,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS
WOS:001299698400001,SERVICE BUSINESS
WOS:000818022700003,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY
WOS:000562137700027,LANGMUIR
WOS:000524748500121,IEEE ACCESS
WOS:000362965700038,NONLINEAR DYNAMICS
WOS:000303214300003,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION
WOS:001337453400001,IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS
WOS:001140494600049,IEEE WIRELESS COMMUNICATIONS LETTERS
WOS:000514919100001,SCIENCE CHINA-INFORMATION SCIENCES
WOS:000557781400001,IEEE ACCESS
WOS:000353393700046,APPLIED MATHEMATICS AND COMPUTATION
WOS:000312367700039,"2011 2ND INTERNATIONAL CONFERENCE ON CHALLENGES IN ENVIRONMENTAL SCIENCE AND COMPUTER ENGINEERING (CESCE 2011), VOL 11, PT A"
WOS:000282107600267,"PROCEEDINGS OF 2010 INTERNATIONAL CONFERENCE ON LOGISTICS SYSTEMS AND INTELLIGENT MANAGEMENT, VOLS 1-3"
WOS:001710387900001,JOURNAL OF OPTICS
WOS:001348196900001,JOURNAL OF MATERIALS CHEMISTRY C
WOS:001304558800001,JOURNAL OF MOLECULAR STRUCTURE
WOS:000750773800005,APPLIED INTELLIGENCE
WOS:000720521100061,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:000642030200001,PHOTONIC SENSORS
WOS:000405512400261,"PROCEEDINGS OF 2016 IEEE ADVANCED INFORMATION MANAGEMENT, COMMUNICATES, ELECTRONIC AND AUTOMATION CONTROL CONFERENCE (IMCEC 2016)"
WOS:000300505700066,2011 INTERNATIONAL CONFERENCE ON GREEN BUILDINGS AND SUSTAINABLE CITIES
WOS:000280705700184,"ICCIT: 2009 FOURTH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCES AND CONVERGENCE INFORMATION TECHNOLOGY, VOLS 1 AND 2"
WOS:001794541900001,PEERJ COMPUTER SCIENCE
WOS:000972109300001,APPLIED SCIENCES-BASEL
WOS:000427629600056,2017 IEEE 9TH INTERNATIONAL CONFERENCE ON COMMUNICATION SOFTWARE AND NETWORKS (ICCSN)
WOS:001630905700007,APPLIED SOFT COMPUTING
WOS:001307350500009,JOURNAL OF HIGH SPEED NETWORKS
WOS:001588606100176,"2023 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA, ICCC"
WOS:000276181200001,ABSTRACT AND APPLIED ANALYSIS
WOS:001624074500001,BEHAVIORAL SCIENCES
WOS:001556064800040,IEEE INTERNET OF THINGS JOURNAL
WOS:000716697700007,IEEE TRANSACTIONS ON CYBERNETICS
WOS:000264491300007,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE
WOS:001586180100003,IEEE CONTROL SYSTEMS LETTERS
WOS:001755370100330,"2023 42ND CHINESE CONTROL CONFERENCE, CCC"
WOS:001515275800011,ANNALS OF ECONOMICS AND FINANCE
WOS:001114715800001,MATHEMATICAL METHODS IN THE APPLIED SCIENCES
WOS:001069015000001,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY
WOS:000586803400037,JOURNAL OF THE FRANKLIN INSTITUTE
WOS:000428513600497,"2017 2ND IEEE INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, SIGNAL PROCESSING AND NETWORKING (WISPNET)"
WOS:001518767700019,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING
WOS:000375232900066,2015 27TH CHINESE CONTROL AND DECISION CONFERENCE (CCDC)
WOS:000347378000002,FIXED POINT THEORY AND APPLICATIONS
WOS:001025715800004,NONLINEAR DYNAMICS
WOS:001755370100119,"2023 42ND CHINESE CONTROL CONFERENCE, CCC"
WOS:000631863100030,JOURNAL OF PHARMACEUTICAL SCIENCES
WOS:000824370101153,PROCEEDINGS OF THE 33RD CHINESE CONTROL AND DECISION CONFERENCE (CCDC 2021)
WOS:001062247900001,POLYMER COMPOSITES
WOS:000955115100005,JOURNAL OF THE KNOWLEDGE ECONOMY
WOS:000854658600061,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY
WOS:001124226400009,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS
WOS:000714693300005,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000654234400020,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS
WOS:001579877500001,PHOTONICS
WOS:001526977800006,JOURNAL OF SUPERCOMPUTING
WOS:001412645500001,DISCRETE APPLIED MATHEMATICS
WOS:001322896000001,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH
WOS:001285460000009,IEEE INTERNET OF THINGS JOURNAL
WOS:001327156000137,"2024 25TH INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:001119109300043,JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY
WOS:000997053300001,SYSTEMS
WOS:000929301200001,APPLIED SCIENCES-BASEL
WOS:001062522106090,2023 IEEE/CVF CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR)
WOS:001221819200140,"2023 24TH INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000858936400014,COMPUTER COMMUNICATIONS
WOS:001353358600002,"2022 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA, ICCC WORKSHOPS"
WOS:000606387100001,SUSTAINABILITY
WOS:000455048400016,"2018 3RD INTERNATIONAL CONFERENCE ON MECHANICAL, CONTROL AND COMPUTER ENGINEERING (ICMCCE)"
WOS:000385791200025,SUSTAINABLE BUILDINGS AND STRUCTURES
WOS:000380433900009,"FOURTH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND INFORMATION SCIENCES (CCAIS 2015)"
WOS:000348131600048,MECHANICAL AND ELECTRONICS ENGINEERING VI
WOS:000302894901032,"ADVANCES IN CIVIL ENGINEERING, PTS 1-6"
WOS:000241773209232,"WCICA 2006: SIXTH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-12, CONFERENCE PROCEEDINGS"
WOS:000186328500011,AMERICAN CERAMIC SOCIETY BULLETIN
WOS:000189126000026,"CCCT 2003, VOL 4, PROCEEDINGS: COMPUTER, COMMUNICATION AND CONTROL TECHNOLOGIES: I"
WOS:000166937900670,"PROCEEDINGS OF THE 3RD WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-5"
WOS:001742992600001,ADVANCED ENGINEERING MATERIALS
WOS:001716269200001,FRONTIERS IN COMMUNICATION
WOS:001671252000001,SUSTAINABILITY
WOS:001426413400009,CHINESE JOURNAL OF ELECTRONICS
WOS:001396985700002,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY
WOS:001336835000001,CHEMISTRYSELECT
WOS:001274519400001,PHYSICAL COMMUNICATION
WOS:001197533000002,JOURNAL OF ELECTRICAL ENGINEERING-ELEKTROTECHNICKY CASOPIS
WOS:000831562800001,MATHEMATICS
WOS:001248072800354,"2022 23RD INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY, ICEPT"
WOS:000991999800034,"2022 4TH INTERNATIONAL CONFERENCE ON CONTROL AND ROBOTICS, ICCR"
WOS:000725643500001,FRONTIERS IN PUBLIC HEALTH
WOS:000640269700003,ENERGY REPORTS
WOS:000732155800001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:000616904600001,IET CONTROL THEORY AND APPLICATIONS
WOS:000571931600002,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS
WOS:000463037500157,2018 NINTH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY IN MEDICINE AND EDUCATION (ITME 2018)
WOS:000387957700031,"PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON ELECTRICAL, ELECTRONICS AND MECHATRONICS"
WOS:000364830600037,PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON ELECTRONIC SCIENCE AND AUTOMATION CONTROL
WOS:000398766700049,"2011 AASRI CONFERENCE ON APPLIED INFORMATION TECHNOLOGY (AASRI-AIT 2011), VOL 2"
WOS:000252064500073,"ADVANCED PARALLEL PROCESSING TECHNOLOGIES, PROCEEDINGS"
WOS:000253372500001,"CIS: 2007 INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY, PROCEEDINGS"
WOS:000233581200101,PROCEEDINGS OF 2005 IEEE INTERNATIONAL WORKSHOP ON VLSI DESIGN AND VIDEO TECHNOLOGY
WOS:000225783100016,ACTA PHYSICA SINICA
WOS:000186578600124,"2003 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS, VOLS 1-5, CONFERENCE PROCEEDINGS"
WOS:000187419900229,"2003 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1-3, PROCEEDINGS"
WOS:000079003500004,LINEAR ALGEBRA AND ITS APPLICATIONS
WOS:001047443700201,"2023 IEEE 12TH DATA DRIVEN CONTROL AND LEARNING SYSTEMS CONFERENCE, DDCLS"
WOS:000903508800001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:000681141100005,RESULTS IN PHYSICS
WOS:000544062100005,INTERNATIONAL JOURNAL OF FUZZY SYSTEMS
WOS:001750437600001,SUSTAINABILITY
WOS:001647226000001,FRACTAL AND FRACTIONAL
WOS:001611341000002,DISCRETE APPLIED MATHEMATICS
WOS:001456998700001,NONLINEAR DYNAMICS
WOS:001488782700023,JOURNAL OF ELECTRONIC IMAGING
WOS:001436962000001,APPLIED ENERGY
WOS:001355781500021,IEEE COMMUNICATIONS LETTERS
WOS:001345786900001,ENGINEERING COMPUTATIONS
WOS:001445524900360,"2024 14TH INTERNATIONAL SYMPOSIUM ON ANTENNAS, PROPAGATION AND EM THEORY, ISAPE"
WOS:001298780700033,"2024 10TH INTERNATIONAL CONFERENCE ON POWER ELECTRONICS SYSTEMS AND APPLICATIONS, PESA 2024"
WOS:000980393500001,IEEE SYSTEMS JOURNAL
WOS:000993804500012,INTERNATIONAL JOURNAL OF VEHICLE DESIGN
WOS:000953979100001,FILOMAT
WOS:000848729600002,INTERNATIONAL JOURNAL OF WAVELETS MULTIRESOLUTION AND INFORMATION PROCESSING
WOS:000686901300007,MATERIALS LETTERS
WOS:000618131200001,MOLECULAR GENETICS AND GENOMICS
WOS:000577949300009,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES
WOS:000604524900001,IEEE ACCESS
WOS:000509527200045,IEEE ACCESS
WOS:000427147200030,OPTICS EXPRESS
WOS:000393066202013,2014 11TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION (WCICA)
WOS:000394486000040,"PROCEEDINGS OF THE 9TH CHINA NATIONAL CONVENTION ON SPORTS SCIENCE, VOL IV: PHYSICAL EDUCATION TEACHING"
